Name,Height,Reach,Stance,Weight,Opponent,No.,Result,Record,Type,"Round, time",Date,Location,Notes,Age,"Round(s), time"
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Omar Gonzalez,116,Loss,101–15,UD,10,"Mar 6, 1999","Mar del Plata, Buenos Aires, Argentina",,"47 years, 263 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",William Joppy,115,Loss,101–14,TKO,"3 (12), 2:54","Aug 28, 1998","Las Vegas Hilton, Winchester, Nevada, U.S.",For WBA middleweight title,"47 years, 73 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Felix Jose Hernandez,114,Win,101–13,UD,10,"Jan 31, 1998","Gimnasio Nuevo Panama, Panama City, Panama",,"46 years, 229 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",David Radford,113,Win,100–13,UD,8,"Nov 15, 1997","Carousel Casino, Hammanskraal, South Africa",,"46 years, 152 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jorge Castro,112,Win,99–13,UD,10,"Jun 14, 1997","Gimnasio Nuevo Panama, Panama City, Panama",,"45 years, 363 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jorge Castro,111,Loss,98–13,UD,10,"Feb 15, 1997","Mar del Plata, Argentina",,"45 years, 244 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Mike Culbert,110,Win,98–12,TKO,"6 (10), 2:24","Sep 27, 1996","Mountaineer Casino Racetrack and Resort, Chester, West Virginia, U.S.",,"45 years, 103 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Ariel Cruz,109,Win,97–12,KO,1 (10),"Aug 31, 1996","Gimnasio Nuevo Panama, Panama City, Panama",,"45 years, 76 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Héctor Camacho,108,Loss,96–12,UD,12,"Jun 22, 1996","Etess Arena, Atlantic City, New Jersey, U.S.",For vacant IBC middleweight title,"45 years, 6 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Ray Domenge,107,Win,96–11,UD,10,"Feb 20, 1996","Mahi Shrine Auditorium, Miami, Florida, U.S.",,"44 years, 249 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Wilbur Garst,106,Win,95–11,TKO,"4 (10), 2:14","Dec 21, 1995","War Memorial Auditorium, Fort Lauderdale, Florida, U.S.",,"44 years, 188 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Roni Martinez,105,Win,94–11,TKO,"7 (10), 2:59","Jun 10, 1995","Municipal Auditorium, Kansas City, Missouri, U.S.",,"43 years, 359 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Vinny Pazienza,104,Loss,93–11,UD,12,"Jan 14, 1995","Convention Hall, Atlantic City, New Jersey, U.S.",For IBC super middleweight title,"43 years, 212 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Heath Todd,103,Win,93–10,TKO,"6 (10), 3:00","Oct 18, 1994","Casino Magic, Bay St. Louis, Mississippi, U.S.",,"43 years, 124 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Vinny Pazienza,102,Loss,92–10,UD,12,"Jun 25, 1994","MGM Grand Garden Arena, Paradise, Nevada, U.S.",For vacant IBC super middleweight title,"43 years, 9 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Terry Thomas,101,Win,92–9,TKO,"4 (10), 1:02","Mar 29, 1994","Casino Magic, Bay St. Louis, Mississippi, U.S.",,"42 years, 286 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Carlos Montero,100,Win,91–9,UD,10,"Feb 22, 1994","Marseille, France",,"42 years, 251 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Tony Menefee,99,Win,90–9,TKO,8 (10),"Dec 14, 1993","Casino Magic, Bay St. Louis, Mississippi, U.S.",,"42 years, 181 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Sean Fitzgerald,98,Win,89–9,KO,"6 (10), 1:43","Aug 17, 1993","Casino Magic, Bay St. Louis, Mississippi, U.S.",,"42 years, 62 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jacques LeBlanc,97,Win,88–9,UD,10,"Jun 29, 1993","Casino Magic, Bay St. Louis, Mississippi, U.S.",,"42 years, 13 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Ken Hulsey,96,Win,87–9,KO,"2 (10), 2:45","Dec 17, 1992","CSU Convocation Center, Cleveland, Ohio, U.S.",,"41 years, 184 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Tony Biglen,95,Win,86–9,UD,10,"Sep 30, 1992","Memorial Auditorium, Buffalo, New York, U.S.",,"41 years, 106 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Pat Lawlor,94,Loss,85–9,TKO,"6 (10), 1:50","Mar 18, 1991","The Mirage, Paradise, Nevada, U.S.",,"39 years, 275 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Sugar Ray Leonard,93,Loss,85–8,UD,12,"Dec 7, 1989","The Mirage, Paradise, Nevada, U.S.",For WBC super middleweight title,"38 years, 174 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Iran Barkley,92,Win,85–7,SD,12,"Feb 24, 1989","Convention Hall, Atlantic City, New Jersey, U.S.",Won WBC middleweight title,"37 years, 253 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jeff Lanas,91,Win,84–7,SD,10,"Oct 1, 1988","International Amphitheatre, Chicago, Illinois, U.S.",,"37 years, 107 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Paul Thorn,90,Win,83–7,RTD,"6 (10), 3:00","Apr 14, 1988","Tropicana, Atlantic City, New Jersey, U.S.",,"36 years, 303 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Ricky Stackhouse,89,Win,82–7,UD,10,"Feb 5, 1988","Convention Hall, Atlantic City, New Jersey, U.S.",,"36 years, 234 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Juan Carlos Giménez,88,Win,81–7,UD,10,"Sep 12, 1987","James L. Knight Convention Center, Miami Beach, Florida, U.S.",,"36 years, 88 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Victor Claudio,87,Win,80–7,UD,10,"May 16, 1987","Convention Center, Miami Beach, Florida, U.S.",,"35 years, 334 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Robbie Sims,86,Loss,79–7,SD,10,"Jun 23, 1986","Caesars Palace, Paradise, Nevada, U.S.",,"35 years, 7 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jorge Suero,85,Win,79–6,KO,"2 (10), 1:45","Apr 18, 1986","Gimnasio Nuevo Panama, Panama City, Panama",,"34 years, 306 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Manuel Zambrano,84,Win,78–6,KO,"2 (10), 2:57","Jan 31, 1986","Gimnasio Nuevo Panama, Panama City, Panama",,"34 years, 229 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Thomas Hearns,83,Loss,77–6,KO,"2 (12), 1:05","Jun 15, 1984","Caesars Palace, Paradise, Nevada, U.S.",For WBC super welterweight title,"32 years, 365 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Marvin Hagler,82,Loss,77–5,UD,15,"Nov 10, 1983","Caesars Palace, Paradise, Nevada, U.S.","For WBA, WBC, IBF, and The Ring middleweight titles","32 years, 147 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Davey Moore,81,Win,77–4,TKO,"8 (15), 2:02","Jun 16, 1983","Madison Square Garden, New York City, New York, U.S.",Won WBA super welterweight title,"32 years, 0 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",José Cuevas,80,Win,76–4,TKO,"4 (12), 2:26","Jan 29, 1983","Memorial Sports Arena, Los Angeles, California, U.S.",,"31 years, 227 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jimmy Batten,79,Win,75–4,UD,10,"Nov 12, 1982","Orange Bowl, Miami, Florida, U.S.",,"31 years, 149 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Kirkland Laing,78,Loss,74–4,SD,10,"Sep 4, 1982","Cobo Hall, Detroit, Michigan, U.S.",,"31 years, 80 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Wilfred Benítez,77,Loss,74–3,UD,15,"Jan 30, 1982","Caesars Palace, Paradise, Nevada, U.S.",For WBC super welterweight title,"30 years, 228 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Luigi Minchillo,76,Win,74–2,UD,10,"Sep 26, 1981","Caesars Palace, Paradise, Nevada, U.S.",,"30 years, 102 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Nino Gonzalez,75,Win,73–2,UD,10,"Aug 9, 1981","Public Auditorium, Cleveland, Ohio, U.S.",,"30 years, 54 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Sugar Ray Leonard,74,Loss,72–2,TKO,"8 (15), 2:44","Nov 25, 1980","Superdome, New Orleans, Louisiana, U.S.",Lost WBC and The Ring welterweight titles,"29 years, 162 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Sugar Ray Leonard,73,Win,72–1,UD,15,"Jun 20, 1980","Olympic Stadium, Montreal, Quebec, Canada",Won WBC and The Ring welterweight titles,"29 years, 4 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Wellington Wheatley,72,Win,71–1,TKO,6 (10),"Feb 24, 1980","Tropicana Las Vegas, Paradise, Nevada, U.S.",,"28 years, 253 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Joseph Nsubuga,71,Win,70–1,RTD,"4 (10), 3:00","Jan 13, 1980","Caesars Palace, Paradise, Nevada, U.S.",,"28 years, 211 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Zeferino Gonzalez,70,Win,69–1,UD,10,"Sep 28, 1979","Caesars Palace, Paradise, Nevada, U.S.",,"28 years, 104 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Carlos Palomino,69,Win,68–1,UD,10,"Jun 22, 1979","Madison Square Garden, New York City, New York, U.S.",,"28 years, 6 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jimmy Heair,68,Win,67–1,UD,10,"Apr 8, 1979","Caesars Palace, Paradise, Nevada, U.S.",,"28 years, 53 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Monroe Brooks,67,Win,66–1,KO,"8 (12), 1:59","Dec 8, 1978","Madison Square Garden, New York City, New York, U.S.",,"27 years, 175 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Ezequiel Obando,66,Win,65–1,KO,"2 (10), 1:09","Sep 1, 1978","Gimnasio Nuevo Panama, Panama City, Panama",,"27 years, 77 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Adolfo Viruet,65,Win,64–1,UD,10,"Apr 27, 1978","Madison Square Garden, New York City, New York, U.S.",,"26 years, 315 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Esteban de Jesús,64,Win,63–1,TKO,"12 (15), 2:32","Jan 21, 1978","Caesars Palace, Paradise, Nevada, U.S.",Retained WBA and The Ring lightweight titles; Won WBC lightweight title,"26 years, 219 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Edwin Viruet,63,Win,62–1,UD,15,"Sep 17, 1977","Spectrum, Philadelphia, Pennsylvania, U.S.",Retained WBA and The Ring lightweight titles,"26 years, 93 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Bernardo Diaz,62,Win,61–1,KO,"1 (10), 1:29","Aug 6, 1977","Gimnasio Nuevo Panama, Panama City, Panama",,"26 years, 51 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Javier Muniz,61,Win,60–1,UD,10,"May 16, 1977","Capital Centre, Landover, Maryland, U.S.",,"25 years, 334 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Vilomar Fernandez,60,Win,59–1,KO,"13 (15), 2:10","Jan 29, 1977","Fontainbleau, Miami Beach, Florida, U.S.",Retained WBA and The Ring lightweight titles,"25 years, 227 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Alvaro Rojas,59,Win,58–1,KO,"1 (15), 2:17","Oct 15, 1976","Sportatorium, Pembroke Pines, Florida, U.S.",Retained WBA and The Ring lightweight titles,"25 years, 121 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Emiliano Villa,58,Win,57–1,TKO,"7 (10), 2:00","Jul 31, 1976","Gimnasio Nuevo Panama, Panama City, Panama",,"25 years, 45 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Lou Bizzarro,57,Win,56–1,KO,"14 (15), 2:15","May 23, 1976","County Field House, Erie, Pennsylvania, U.S.",Retained WBA and The Ring lightweight titles,"24 years, 342 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Saoul Mamby,56,Win,55–1,UD,10,"May 4, 1976","Miami Beach, Florida, U.S.",,"24 years, 323 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Leoncio Ortiz,55,Win,54–1,KO,"15 (15), 2:39","Dec 20, 1975","Roberto Clemente Coliseum, San Juan, Puerto Rico",Retained WBA and The Ring lightweight titles,"24 years, 187 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Edwin Viruet,54,Win,53–1,UD,10,"Sep 30, 1975","Nassau Veterans Memorial Coliseum, Hempstead, New York, U.S.",,"24 years, 106 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Alirio Acuna,53,Win,52–1,KO,3 (10),"Sep 13, 1975","Gimnasio Jose D. Crespo, Chitré, Panama",,"24 years, 89 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Pepe El Toro,52,Win,51–1,KO,"1 (10), 2:00","Aug 2, 1975","Roberto Clemente Stadium, Managua, Nicaragua",,"24 years, 47 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jose Peterson,51,Win,50–1,TKO,"1 (10), 1:02","Jun 3, 1975","Convention Center, Miami Beach, Florida, U.S.",,"23 years, 352 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Ray Lampkin,50,Win,49–1,KO,"14 (15), 0:39","Mar 2, 1975","Gimnasio Nuevo Panama, Panama City, Panama",Retained WBA and The Ring lightweight titles,"23 years, 259 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Andres Salgado,49,Win,48–1,KO,"1 (10), 1:00","Feb 15, 1975","Gimnasio Nuevo Panama, Panama City, Panama",,"23 years, 244 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Masataka Takayama,48,Win,47–1,KO,"1 (15), 1:40","Dec 21, 1974","Plaza de Toros El Zapote, San José, Costa Rica",Retained WBA and The Ring lightweight titles,"23 years, 188 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Adalberto Vanegas,47,Win,46–1,KO,1 (10),"Nov 16, 1974","Gimnasio Nuevo Panama, Panama City, Panama",,"23 years, 153 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Jose Vasquez,46,Win,45–1,KO,2 (10),"Oct 31, 1974","Gimnasio Eddie Cortez, San José, Costa Rica",,"23 years, 137 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Hector Matta,45,Win,44–1,UD,10,"Sep 2, 1974","Roberto Clemente Coliseum, San Juan, Puerto Rico",,"23 years, 78 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Flash Gallego,44,Win,43–1,TKO,"7 (10), 2:35","Jul 6, 1974","Gimnasio Nuevo Panama, Panama City, Panama",,"23 years, 20 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Esteban de Jesús,43,Win,42–1,KO,"11 (15), 1:11","Mar 16, 1974","Gimnasio Nuevo Panama, Panama City, Panama",Retained WBA and The Ring lightweight titles,"22 years, 273 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Armando Mendoza,42,Win,41–1,TKO,"3 (10), 1:50","Feb 16, 1974","Gimnasio Nuevo Panama, Panama City, Panama",,"22 years, 245 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Leonard Tavarez,41,Win,40–1,TKO,4 (10),"Jan 21, 1974","Palais des Sports, Paris, France",,"22 years, 219 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Tony Garcia,40,Win,39–1,KO,3 (10),"Dec 1, 1973","Gimnasio Escuela Normal, Santiago de Veraguas, Panama",,"22 years, 168 days",
Roberto Durán,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,"Super featherweight
Lightweight
Light welterweight
Welterweight
Light middleweight
Middleweight
Super middleweight
Light heavyweight",Guts Ishimatsu,39,Win,38–1,TKO,"10 (15), 2:10","Sep 8, 1973","Gimnasio Nuevo Panama, Panama City, Panama",Retained WBA and The Ring lightweight titles,"22 years, 84 days",
